GCWL7ACP6P5LHJB7OOVRDYH2U4WVQI4RFHSAYQQAEIPZCLGHUV6FJF2E,SDF/JRice,1
GCVYDIIIMBRFSQWR2J2G2S6LFUYYD5FSFQEQ7SG7K23TO27X2CKZWNG7,Scam,1
GCVYD5CVLOJDGWGNZOX6VWYLMOFQG7E2EDR2CPCWGHXJHA4NMKBNVTPW,Scam,1
GCVWTTPADC5YB5AYDKJCTUYSCJ7RKPGE4HT75NIZOUM4L7VRTS5EKLFN,SureRemit Old,1
GCVVHE5ZRYYWOACSB2CZXAAJ7GSHPHJI4KMVRS3775OYVD3XGQEUQOTS,Scam,1
GCVSMG5PO63GVKT6XRQWUGVYXSA2GQE4SVPEMN4TMPBT6UZCTZWQGI27,Scam,1
GCVLWV5B3L3YE6DSCCMHLCK7QIB365NYOLQLW3ZKHI5XINNMRLJ6YHVX,SDF Direct Development (Hot 3),1
GCVFC7X3SBI7X4FGF3IV2ECUWQ6VK5UXIQMD7PJ4G2I2XADMDSP22YYE,Scam,1
GCVBUIXKKLH2DYHZRSLZUIZSVJUL74RTW6FVCCEYB2OE3RH7RVDBPCFG,Cryptomover,1
GCUKHGFUA3GP64NC2K2DTQV4DB3LAM6NLZCHSPEU4256YVVCVM3TR3PF,Scam,1
GCU6UHVVX2YEC6VFX7K7WP4I7M4UVHSEHLHX3OZV54O27COPPYWENUKQ,AQUA Airdrop 1,1
GCU3HB4GGV5ZYJNDGPL6SKU4CQXJ7KUPCA34A4KNJU4Y6XD6P6OEEAZ2,Scam,1
GCTXRQIYWEDP6G7OXZI6IXUSIXHHSN5NKYRB3NI5J4Z7G5JMIBHLLBTC,TAMM,1
GCTU5IGQ64IUUDPAXZV3WGTNYWIPTEX6TGNDEGUT4NXNCVMIAFQMVVTZ,Email-phishing,0
GCTOSXKH7ZNRT3LHCN22YLZELX6ARIYUVDK3YUOO5TODPCHJXY4IEFB6,Scam,1
GCTLB7LW7B5ON4QIBIDEWA7MC2KJL2NZEXK24RU32QNOB5IMMCGNLMBD,KuCoin ColdStorage,1
GCTC3K74VXJ3MVH7YYONAM4KGHUFNI6XPX6DR7DHP52B7WNJZ24MYNAY,Scam,1
GCTBV4VJKAPQ7UDDC6TQJ6QSI7CAQUK7N5GYGI2QL6OGE4HDHLACB3DA,Scam,1
GCT7CDHENF5ZILWGNWUXGEWNS6XWM4HDT22LDC2EJ7PKM4SPVXFHOOOO,Lobstr Merge Tool,1
GCSTRLTC73UVXIYPHYTTQUUSDTQU2KQW5VKCE4YCMEHWF44JKDMQAL23,Stronghold,1
GCSTNDWQWZPNELVMJQ76IAVAHINVC4SRTBABEGU7XWYJ7MRWXDJCRGLQ,Scam,1
GCSNY4VMRQY7ZLOJZYS7RDNKBZSSSDANNCWKOOB2AW4NAVXLFW66I2HQ,Wirex Withdrawal,1
GCSJCNVHME7UHSHUDFW4PZLPLR3OM347DEI4I2OLNG43XJXWXULQNUQV,Phishing,1
GCSGZSC64UVUILNEB52AVU6AOBJ5YPMH74YMJM7HWVG55BCTEJOPRUBO,Coinbase,1
GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG,StableX,1
GCRVK4PLZQCJXFSLYASSZBYIMAOFUI2GII2DY4I7JFIV6GKLXOTQHVMM,Scam,1
GCQZSKZVMOOYOKUTCL247QF7BMHEMQPBTZI25CV7G7ATEUI5KLNOBVDH,Scam,1
GCQWPALQUGXEO2YCBQL6M7YOOQ7IIYHZOFCAYF3JJ7WNNONADW3RS3RP,Scam,1
GCQU2672HXPTVAHGOEOGTAIE2QKSME4S2W6MIN7SPUIEF2O7GSRNQYGQ,Scam,1
GCQTGZQQ5G4PTM2GL7CDIFKUBIPEC52BROAQIAPW53XBRJVN6ZJVTG6V,Apay,1
GCQQTKIEUL75OJVT3ZDVEV4E47SFPEO2U3WJMWHQYEY2KRRPU2LEUTT4,Scam,1
GCQK5A5HADQO4XELULU73FGTCTC7BUMPKXPJUB4JPKBHCJD6MRLH6PC5,Scam,1
GCQK3ZW6R4C6HCPKD5K4GBSRPSIFPQI7KQS27K557LQOETFT5EB4MYKT,Scam,1
GCQHDR2KSCVNULFX3C2NKFEXNJEUELJVMQAN3OCLAM5KXG4DWQSRMXYZ,Jetmint,1
GCQAWSHINSHBZWTODITWRPCWRVCKFQJUGNM2U66XSH6NHFCETMU3AOJN,Scam,1
GCQ7MZF5J34XWIH763CF5L52U5BN65ZTN66RFQ3UB5PW6UCQAQNB3LIV,Wirex Withdrawal,1
GCPVAKXS3VTLE3HPF7B2Y54J3NOVUGTJYGENP3ZNM2MIVKHLZGK22IVQ,WireX Deposit,1
GCOADTRECBIJ2M4QCHZSVFMJN6G2TZMH334UN765XNXSLJQQUK3YG5Y5,Scam,1
GCO4EFT6KUOQKVZO2O4GR5CJKMARBORXRE7KAKH36ZFAX662ZHINQ6UA,SDF Swap Account,1
GCO2IP3MJNUOKS4PUDI4C7LGGMQDJGXG3COYX3WSB4HHNAHKYV5YL3VC,Binance,1
